Nation of League,League,Date of Game,Date of Data Collection,Time of Scrape,Home Team,Away Team,Home Team Average Odds,Away Team Average Odds,Draw Odds
Belgium,Jupiler League,2021-01-17,2021-01-04,13:15,St. Truiden,Leuven,2.05,3.29,3.66
,,,,,,,,,
Brazil,Serie A,2021-01-06,2021-01-04,13:15,Botafogo RJ,Athletico-PR,2.67,2.78,3.06
Brazil,Serie A,2021-01-06,2021-01-04,13:15,Gremio,Bahia,1.56,5.92,3.99
Brazil,Serie A,2021-01-06,2021-01-04,13:15,Coritiba,Goias,2.13,3.51,3.28
Brazil,Serie A,2021-01-06,2021-01-04,13:15,Sport Recife,Fortaleza,2.28,3.41,3.07
Brazil,Serie A,2021-01-07,2021-01-04,13:15,Bragantino,Sao Paulo,3.29,2.24,3.26
Brazil,Serie A,2021-01-07,2021-01-04,13:15,Flamengo RJ,Fluminense,1.51,6.54,4.22
Brazil,Serie A,2021-01-07,2021-01-04,13:15,Ceara,Internacional,2.56,2.81,3.18
Brazil,Serie A,2021-01-08,2021-01-04,13:15,Atletico GO,Vasco,1.99,3.82,3.38
,,,,,,,,,
Brazil,Serie B,2021-01-04,2021-01-04,13:15,Parana,Botafogo SP,2.11,3.94,2.83
Brazil,Serie B,2021-01-04,2021-01-04,13:15,Confianca,Nautico,2.32,3.33,2.89
,,,,,,,,,
Brazil,Serie C,2021-01-04,2021-01-04,13:15,Londrina,Paysandu PA,2.17,3.34,2.97
,,,,,,,,,
Brazil,Brasileiro U20,2021-01-04,2021-01-04,13:15,Fluminense U20,Flamengo RJ U20,2.69,2.32,3.35
,,,,,,,,,
Chile,Primera Division,2021-01-04,2021-01-04,13:15,Palestino,Curico Unido,1.55,5.40,4.14
Chile,Primera Division,2021-01-04,2021-01-04,13:15,U. Catolica,Huachipato,1.48,6.13,4.22
Chile,Primera Division,2021-01-05,2021-01-04,13:15,A. Italiano,U. Espanola,2.49,2.59,3.53
Chile,Primera Division,2021-01-06,2021-01-04,13:15,S. Wanderers,Colo Colo,2.85,2.39,3.27
Chile,Primera Division,2021-01-06,2021-01-04,13:15,U. De Chile,O'Higgins,1.88,3.98,3.42
,,,,,,,,,
Chile,Segunda Division,2021-01-04,2021-01-04,13:16,Arturo Fernandez Vial,Recoleta,1.96,3.25,3.44
Chile,Segunda Division,2021-01-05,2021-01-04,13:16,Colchagua,AC Colina,2.38,2.48,3.38
Chile,Segunda Division,2021-01-05,2021-01-04,13:16,Ind. Cauquenes,Lautaro,4.67,1.53,3.95
Chile,Segunda Division,2021-01-05,2021-01-04,13:16,San Antonio Unido,D. Concepcion,2.21,2.71,3.38
,,,,,,,,,
Chile,Primera B,2021-01-04,2021-01-04,13:16,San Luis,S. Morning,2.02,3.53,3.18
,,,,,,,,,
Croatia,1. HNL,2021-01-23,2021-01-04,13:16,Gorica,D. Zagreb,3.80,1.83,3.49
Croatia,1. HNL,2021-01-23,2021-01-04,13:16,Istra 1961,Slaven Belupo,2.89,2.29,3.19
Croatia,1. HNL,2021-01-23,2021-01-04,13:16,Lok. Zagreb,Osijek,4.48,1.65,3.77
Croatia,1. HNL,2021-01-23,2021-01-04,13:16,Sibenik,Hajduk Split,3.79,1.86,3.39
Croatia,1. HNL,2021-01-23,2021-01-04,13:16,Varazdin,Rijeka,4.87,1.63,3.60
,,,,,,,,,
Czech Republic,1. Liga,2021-01-15,2021-01-04,13:16,Teplice,Jablonec,3.35,2.05,3.20
Czech Republic,1. Liga,2021-01-16,2021-01-04,13:16,Mlada Boleslav,Brno,1.83,3.90,3.30
Czech Republic,1. Liga,2021-01-16,2021-01-04,13:16,Opava,Zlin,2.95,2.30,3.00
Czech Republic,1. Liga,2021-01-16,2021-01-04,13:16,Liberec,Bohemians 1905,1.69,4.40,3.50
Czech Republic,1. Liga,2021-01-16,2021-01-04,13:16,Slovacko,Karvina,1.69,4.25,3.60
Czech Republic,1. Liga,2021-01-16,2021-01-04,13:16,Slavia Prague,Sigma Olomouc,1.20,9.75,5.75
Czech Republic,1. Liga,2021-01-17,2021-01-04,13:16,FK Pardubice,Ceske Budejovice,2.25,2.95,3.10
Czech Republic,1. Liga,2021-01-17,2021-01-04,13:16,Pribram,Plzen,6.00,1.49,3.65
Czech Republic,1. Liga,2021-01-17,2021-01-04,13:16,Ostrava,Sparta Prague,3.30,2.05,3.20
,,,,,,,,,
Denmark,1st Division,2021-02-12,2021-01-04,13:16,Kolding IF,Helsingor,2.55,2.48,3.60
Denmark,1st Division,2021-02-12,2021-01-04,13:16,Viborg,Fredericia,1.95,3.45,3.70
Denmark,1st Division,2021-02-13,2021-01-04,13:16,Esbjerg,Vendsyssel,1.60,5.25,3.80
Denmark,1st Division,2021-02-13,2021-01-04,13:16,Koge,Hobro,2.43,2.65,3.45
Denmark,1st Division,2021-02-14,2021-01-04,13:16,F. Amager,Skive IK,1.65,4.90,3.75
Denmark,1st Division,2021-02-14,2021-01-04,13:16,Silkeborg,Hvidovre IF,1.70,4.25,3.95
,,,,,,,,,
Denmark,Superliga,2021-02-02,2021-01-04,13:16,Randers FC,Horsens,1.59,5.31,4.08
Denmark,Superliga,2021-02-02,2021-01-04,13:16,Vejle,Aarhus,4.07,1.82,3.77
Denmark,Superliga,2021-02-03,2021-01-04,13:16,Odense,Lyngby,1.53,5.85,4.23
Denmark,Superliga,2021-02-03,2021-01-04,13:16,Aalborg,FC Copenhagen,3.20,2.12,3.59
Denmark,Superliga,2021-02-04,2021-01-04,13:16,Midtjylland,Sonderjyske,1.42,7.05,4.60
Denmark,Superliga,2021-02-04,2021-01-04,13:16,Nordsjaelland,Brondby,2.97,2.21,3.67
,,,,,,,,,
England,Championship,2021-01-12,2021-01-04,13:16,Bournemouth,Millwall,1.76,4.78,3.54
England,Championship,2021-01-16,2021-01-04,13:16,Middlesbrough,Birmingham,1.84,4.57,3.38
England,Championship,2021-01-16,2021-01-04,13:16,Blackburn,Stoke,2.03,3.75,3.35
England,Championship,2021-01-16,2021-01-04,13:16,Bournemouth,Luton,1.58,5.81,3.96
England,Championship,2021-01-16,2021-01-04,13:16,Bristol City,Preston,2.47,2.84,3.32
England,Championship,2021-01-16,2021-01-04,13:16,Cardiff,Norwich,3.10,2.30,3.31
England,Championship,2021-01-16,2021-01-04,13:16,Coventry,Sheffield Wed,2.28,3.32,3.17
England,Championship,2021-01-16,2021-01-04,13:16,Derby,Rotherham,1.90,4.13,3.50
England,Championship,2021-01-16,2021-01-04,13:16,Nottingham,Millwall,2.48,3.15,2.98
England,Championship,2021-01-16,2021-01-04,13:16,QPR,Wycombe,1.78,4.31,3.80
England,Championship,2021-01-16,2021-01-04,13:16,Reading,Brentford,3.87,2.02,3.29
England,Championship,2021-01-16,2021-01-04,13:16,Watford,Huddersfield,1.70,4.93,3.76
England,Championship,2021-01-16,2021-01-04,13:16,Barnsley,Swansea,2.71,2.71,3.14
England,Championship,2021-01-19,2021-01-04,13:16,Blackburn,Swansea,2.26,3.04,3.25
England,Championship,2021-01-19,2021-01-04,13:16,Norwich,Bristol City,1.58,5.67,3.65
England,Championship,2021-01-19,2021-01-04,13:16,Reading,Coventry,2.16,3.24,3.30
England,Championship,2021-01-19,2021-01-04,13:16,Sheffield Wed,Wycombe,1.93,3.73,3.40
England,Championship,2021-01-19,2021-01-04,13:16,Derby,Bournemouth,3.53,2.02,3.33
England,Championship,2021-01-19,2021-01-04,13:16,Rotherham,Stoke,3.17,2.36,2.94
England,Championship,2021-01-19,2021-01-04,13:16,Watford,Barnsley,1.83,4.09,3.45
England,Championship,2021-01-20,2021-01-04,13:16,Cardiff,QPR,1.96,3.66,3.40
England,Championship,2021-01-20,2021-01-04,13:16,Nottingham,Middlesbrough,2.48,2.94,2.94
England,Championship,2021-01-20,2021-01-04,13:16,Birmingham,Preston,2.42,2.99,3.08
England,Championship,2021-01-20,2021-01-04,13:16,Brentford,Luton,1.58,5.19,3.82
England,Championship,2021-01-20,2021-01-04,13:16,Huddersfield,Millwall,2.55,2.71,3.13
,,,,,,,,,
England,EFL Cup,2021-01-05,2021-01-04,13:16,Tottenham,Brentford,1.48,6.70,4.53
England,EFL Cup,2021-01-06,2021-01-04,13:16,Manchester Utd,Manchester City,3.61,2.02,3.71
,,,,,,,,,
England,National League,2021-01-05,2021-01-04,13:16,Solihull Moors,Chesterfield,2.17,3.08,3.45
England,National League,2021-01-05,2021-01-04,13:16,Stockport,Eastleigh,1.81,4.52,3.34
England,National League,2021-01-05,2021-01-04,13:16,Weymouth,Yeovil,3.70,1.90,3.59
England,National League,2021-01-09,2021-01-04,13:16,Aldershot,Barnet,1.95,3.53,3.57
England,National League,2021-01-09,2021-01-04,13:16,Altrincham,Sutton,3.78,1.92,3.44
England,National League,2021-01-09,2021-01-04,13:16,Bromley,Chesterfield,2.19,3.04,3.46
England,National League,2021-01-09,2021-01-04,13:16,Eastleigh,Notts Co,3.07,2.22,3.35
England,National League,2021-01-09,2021-01-04,13:16,Hartlepool,Wealdstone,1.64,4.73,3.95
England,National League,2021-01-09,2021-01-04,13:16,King’s Lynn,FC Halifax,2.76,2.33,3.53
England,National League,2021-01-09,2021-01-04,13:16,Wrexham,Woking,2.07,3.38,3.36
,,,,,,,,,
England,National League North,2021-01-05,2021-01-04,13:16,Boston Utd,Kettering,1.61,4.36,4.04
England,National League North,2021-01-05,2021-01-04,13:16,Brackley Town,Darlington,1.80,3.79,3.55
England,National League North,2021-01-05,2021-01-04,13:16,Chester,Guiseley,1.61,4.27,4.11
England,National League North,2021-01-05,2021-01-04,13:16,Kidderminster,York,2.52,2.44,3.41
England,National League North,2021-01-05,2021-01-04,13:16,Spennymoor,Hereford,1.72,4.04,3.70
,,,,,,,,,
England,National League South,2021-01-05,2021-01-04,13:16,Dorking,Ebbsfleet,2.30,2.71,3.37
England,National League South,2021-01-05,2021-01-04,13:16,Dulwich Hamlet,Maidstone,2.34,2.72,3.44
England,National League South,2021-01-05,2021-01-04,13:16,Hungerford,Havant & W,4.31,1.61,4.04
England,National League South,2021-01-06,2021-01-04,13:16,Billericay,Oxford City,2.91,2.20,3.37
,,,,,,,,,
England,League One,2021-01-04,2021-01-04,13:16,Fleetwood,Ipswich,2.12,3.38,3.28
England,League One,2021-01-06,2021-01-04,13:16,AFC Wimbledon,Wigan,2.15,3.46,3.38
England,League One,2021-01-08,2021-01-04,13:16,Charlton,Accrington,2.34,2.98,3.34
England,League One,2021-01-09,2021-01-04,13:16,Lincoln,Peterborough,2.42,2.87,3.27
England,League One,2021-01-09,2021-01-04,13:16,Gillingham,Burton,2.00,3.54,3.56
England,League One,2021-01-09,2021-01-04,13:16,Sunderland,Fleetwood,1.80,4.25,3.70
England,League One,2021-01-09,2021-01-04,13:16,Ipswich,Swindon,1.76,4.35,3.79
England,League One,2021-01-09,2021-01-04,13:16,Wigan,Hull,5.34,1.67,3.70
England,League One,2021-01-12,2021-01-04,13:16,Charlton,Rochdale,1.72,4.70,3.45
England,League One,2021-01-16,2021-01-04,13:16,Accrington,Gillingham,2.42,3.00,3.25
England,League One,2021-01-16,2021-01-04,13:16,AFC Wimbledon,Sunderland,4.49,1.77,3.76
England,League One,2021-01-16,2021-01-04,13:16,Bristol Rovers,Charlton,3.50,2.12,3.37
England,League One,2021-01-16,2021-01-04,13:16,Burton,Ipswich,3.75,2.02,3.41
England,League One,2021-01-16,2021-01-04,13:16,Fleetwood,Portsmouth,3.30,2.22,3.31
England,League One,2021-01-16,2021-01-04,13:16,Hull,Blackpool,2.12,3.50,3.37
England,League One,2021-01-16,2021-01-04,13:16,Northampton,Oxford Utd,3.41,2.17,3.31
England,League One,2021-01-16,2021-01-04,13:16,Peterborough,MK Dons,2.22,3.30,3.31
England,League One,2021-01-16,2021-01-04,13:16,Plymouth,Crewe,3.30,2.22,3.31
England,League One,2021-01-16,2021-01-04,13:16,Rochdale,Wigan,2.02,3.75,3.41
England,League One,2021-01-16,2021-01-04,13:16,Shrewsbury,Lincoln,3.30,2.22,3.31
England,League One,2021-01-16,2021-01-04,13:16,Swindon,Doncaster,3.66,2.01,3.51
,,,,,,,,,
England,League Two,2021-01-05,2021-01-04,13:16,Mansfield,Salford,2.44,2.96,3.24
England,League Two,2021-01-09,2021-01-04,13:16,Cambridge Utd,Harrogate,2.25,3.21,3.28
England,League Two,2021-01-09,2021-01-04,13:16,Carlisle,Leyton Orient,1.85,4.03,3.65
England,League Two,2021-01-09,2021-01-04,13:16,Port Vale,Grimsby,2.02,3.51,3.56
England,League Two,2021-01-09,2021-01-04,13:16,Salford,Colchester,1.83,4.06,3.71
England,League Two,2021-01-09,2021-01-04,13:16,Scunthorpe,Bradford City,2.83,2.49,3.24
England,League Two,2021-01-09,2021-01-04,13:16,Southend,Barrow,3.22,2.20,3.37
,,,,,,,,,
England,FA Cup,2021-01-08,2021-01-04,13:16,Aston Villa,Liverpool,3.41,2.01,3.77
England,FA Cup,2021-01-08,2021-01-04,13:16,Wolves,Crystal Palace,1.99,3.82,3.34
England,FA Cup,2021-01-09,2021-01-04,13:16,Boreham Wood,Millwall,7.42,1.40,4.63
England,FA Cup,2021-01-09,2021-01-04,13:16,Everton,Rotherham,1.40,7.36,4.62
England,FA Cup,2021-01-09,2021-01-04,13:16,Luton,Reading,2.79,2.54,3.18
England,FA Cup,2021-01-09,2021-01-04,13:16,Norwich,Coventry,1.79,4.35,3.61
England,FA Cup,2021-01-09,2021-01-04,13:16,Nottingham,Cardiff,2.52,2.77,3.24
England,FA Cup,2021-01-09,2021-01-04,13:16,Chorley,Derby,11.78,1.21,6.57
England,FA Cup,2021-01-09,2021-01-04,13:16,Blackburn,Doncaster,1.66,4.68,3.92
England,FA Cup,2021-01-09,2021-01-04,13:16,Blackpool,West Brom,3.99,1.83,3.68
England,FA Cup,2021-01-09,2021-01-04,13:16,Bristol Rovers,Sheffield Utd,4.49,1.71,3.82
England,FA Cup,2021-01-09,2021-01-04,13:16,Burnley,MK Dons,1.53,5.57,4.22
England,FA Cup,2021-01-09,2021-01-04,13:16,Exeter,Sheffield Wed,3.83,1.89,3.59
England,FA Cup,2021-01-09,2021-01-04,13:16,Oldham,Bournemouth,5.99,1.48,4.44
England,FA Cup,2021-01-09,2021-01-04,13:16,QPR,Fulham,3.00,2.31,3.30
England,FA Cup,2021-01-09,2021-01-04,13:16,Stevenage,Swansea,5.95,1.49,4.31
England,FA Cup,2021-01-09,2021-01-04,13:16,Stoke,Leicester,4.49,1.77,3.54
England,FA Cup,2021-01-09,2021-01-04,13:16,Wycombe,Preston,3.69,1.98,3.41
England,FA Cup,2021-01-09,2021-01-04,13:16,Arsenal,Newcastle,1.50,6.09,4.42
England,FA Cup,2021-01-09,2021-01-04,13:16,Brentford,Middlesbrough,2.08,3.45,3.35
England,FA Cup,2021-01-09,2021-01-04,13:16,Huddersfield,Plymouth,1.82,4.13,3.62
England,FA Cup,2021-01-09,2021-01-04,13:16,Manchester Utd,Watford,1.32,7.94,5.43
England,FA Cup,2021-01-09,2021-01-04,13:16,Southampton,Shrewsbury,1.32,8.64,5.11
England,FA Cup,2021-01-10,2021-01-04,13:16,Barnsley,Tranmere,1.52,5.56,4.29
England,FA Cup,2021-01-10,2021-01-04,13:16,Bristol City,Portsmouth,2.14,3.37,3.25
England,FA Cup,2021-01-10,2021-01-04,13:16,Chelsea,Morecambe,1.07,24.50,11.05
England,FA Cup,2021-01-10,2021-01-04,13:16,Cheltenham,Mansfield,1.99,3.71,3.43
England,FA Cup,2021-01-10,2021-01-04,13:16,Crawley,Leeds,7.85,1.34,5.17
England,FA Cup,2021-01-10,2021-01-04,13:16,Manchester City,Birmingham,1.15,17.00,8.29
England,FA Cup,2021-01-10,2021-01-04,13:16,Marine,Tottenham,33.89,1.02,17.50
England,FA Cup,2021-01-10,2021-01-04,13:16,Newport,Brighton,6.11,1.45,4.60
England,FA Cup,2021-01-11,2021-01-04,13:16,Stockport,West Ham,8.29,1.30,5.57
,,,,,,,,,
Ethiopia,Premier League,2021-01-05,2021-01-04,13:16,St. George,Ethiopia Bunna,2.17,3.25,2.83
Ethiopia,Premier League,2021-01-05,2021-01-04,13:16,Sebeta City,Jimma Aba Jifar,2.01,3.26,3.20
,,,,,,,,,
Europe,UEFA Nations League,2021-10-06,2021-01-04,13:16,Italy,Spain,2.78,2.56,3.50
Europe,UEFA Nations League,2021-10-07,2021-01-04,13:16,Belgium,France,2.85,2.49,3.53
,,,,,,,,,
France,Ligue 2,2021-01-05,2021-01-04,13:17,AC Ajaccio,Pau FC,2.05,4.04,3.07
France,Ligue 2,2021-01-05,2021-01-04,13:17,Auxerre,Caen,2.06,3.90,3.14
France,Ligue 2,2021-01-05,2021-01-04,13:17,Chambly,Le Havre,2.78,2.81,2.91
France,Ligue 2,2021-01-05,2021-01-04,13:17,Clermont,Grenoble,2.08,3.88,3.11
France,Ligue 2,2021-01-05,2021-01-04,13:17,Guingamp,Amiens,2.51,3.23,2.83
France,Ligue 2,2021-01-05,2021-01-04,13:17,Rodez,Niort,2.49,3.22,2.89
France,Ligue 2,2021-01-05,2021-01-04,13:17,Sochaux,Dunkerque,1.99,4.22,3.12
France,Ligue 2,2021-01-05,2021-01-04,13:17,Toulouse,Paris FC,2.18,3.58,3.10
France,Ligue 2,2021-01-05,2021-01-04,13:17,Troyes,Chateauroux,1.47,7.21,4.14
France,Ligue 2,2021-01-05,2021-01-04,13:17,Valenciennes,Nancy,2.49,3.16,2.92
,,,,,,,,,
France,National,2021-01-08,2021-01-04,13:17,Villefranche,Stade Briochin,2.10,3.52,2.92
France,National,2021-01-08,2021-01-04,13:17,Bastia-Borgo,Red Star,3.73,2.22,2.64
France,National,2021-01-08,2021-01-04,13:17,Boulogne,Annecy,1.94,3.76,3.12
France,National,2021-01-08,2021-01-04,13:17,Bourg en Bresse,Sporting Club Lyon,2.14,3.41,2.94
France,National,2021-01-08,2021-01-04,13:17,Concarneau,Orleans,3.07,2.53,2.66
France,National,2021-01-08,2021-01-04,13:17,Laval,Creteil,2.12,3.50,2.91
France,National,2021-01-08,2021-01-04,13:17,Le Mans,Cholet,2.04,3.63,2.99
France,National,2021-01-08,2021-01-04,13:17,Sete,Avranches,2.12,3.39,3.00
,,,,,,,,,
France,Super Cup,2021-01-13,2021-01-04,13:17,Paris SG,Marseille,1.49,6.13,4.88
,,,,,,,,,
Germany,2. Bundesliga,2021-01-04,2021-01-04,13:17,Dusseldorf,Paderborn,2.36,3.03,3.35
Germany,2. Bundesliga,2021-01-06,2021-01-04,13:17,Wurzburger Kickers,St. Pauli,3.03,2.26,3.53
Germany,2. Bundesliga,2021-01-08,2021-01-04,13:17,Karlsruher,Greuther Furth,2.90,2.44,3.28
Germany,2. Bundesliga,2021-01-08,2021-01-04,13:17,Sandhausen,Heidenheim,3.21,2.19,3.45
Germany,2. Bundesliga,2021-01-09,2021-01-04,13:17,Nurnberg,Hamburger SV,3.38,2.12,3.42
Germany,2. Bundesliga,2021-01-09,2021-01-04,13:17,St. Pauli,Holstein Kiel,3.26,2.16,3.47
Germany,2. Bundesliga,2021-01-09,2021-01-04,13:17,VfL Osnabruck,Wurzburger Kickers,1.81,4.18,3.76
Germany,2. Bundesliga,2021-01-10,2021-01-04,13:17,Darmstadt,Hannover,2.45,2.73,3.54
Germany,2. Bundesliga,2021-01-10,2021-01-04,13:17,Paderborn,Aue,1.97,3.65,3.61
Germany,2. Bundesliga,2021-01-10,2021-01-04,13:17,Regensburg,Bochum,2.90,2.41,3.34
Germany,2. Bundesliga,2021-01-11,2021-01-04,13:17,Braunschweig,Dusseldorf,3.38,1.93,3.50
,,,,,,,,,
Germany,3. Liga,2021-01-08,2021-01-04,13:17,Mannheim,Verl,2.89,2.42,3.21
Germany,3. Liga,2021-01-09,2021-01-04,13:17,Bayern II,Munich 1860,2.86,2.42,3.25
Germany,3. Liga,2021-01-09,2021-01-04,13:17,Hansa Rostock,Unterhaching,1.90,4.22,3.25
Germany,3. Liga,2021-01-09,2021-01-04,13:17,Kaiserslautern,Viktoria Koln,2.08,3.36,3.44
Germany,3. Liga,2021-01-09,2021-01-04,13:17,Magdeburg,Uerdingen,2.60,2.71,3.14
Germany,3. Liga,2021-01-09,2021-01-04,13:17,Meppen,Saarbrucken,3.22,2.10,3.49
Germany,3. Liga,2021-01-09,2021-01-04,13:17,Wehen,Hallescher,2.19,3.40,3.13
Germany,3. Liga,2021-01-10,2021-01-04,13:17,Ingolstadt,Duisburg,1.57,5.84,3.77
Germany,3. Liga,2021-01-10,2021-01-04,13:17,Zwickau,Lubeck,2.55,2.75,3.17
Germany,3. Liga,2021-01-11,2021-01-04,13:17,Turkgucu Munchen,SG Dynamo Dresden,3.17,2.24,3.24
,,,,,,,,,
Germany,DFB Pokal,2021-01-12,2021-01-04,13:17,Bayer Leverkusen,Eintracht Frankfurt,1.66,4.68,4.01
Germany,DFB Pokal,2021-01-13,2021-01-04,13:17,Holstein Kiel,Bayern Munich,22.07,1.08,10.24
Germany,DFB Pokal,2021-02-02,2021-01-04,13:17,Dortmund,Paderborn,1.10,23.33,8.38
Germany,DFB Pokal,2021-02-02,2021-01-04,13:17,RB Leipzig,Bochum,1.22,11.33,6.27
Germany,DFB Pokal,2021-02-02,2021-01-04,13:17,Regensburg,FC Koln,3.39,2.05,3.47
Germany,DFB Pokal,2021-02-02,2021-01-04,13:17,Stuttgart,B. Monchengladbach,2.75,2.37,3.48
Germany,DFB Pokal,2021-02-02,2021-01-04,13:17,Werder Bremen,Greuther Furth,1.77,4.31,3.63
Germany,DFB Pokal,2021-02-02,2021-01-04,13:17,Wolfsburg,Schalke,1.50,5.92,4.23
,,,,,,,,,
Greece,Super League,2021-01-04,2021-01-04,13:17,Volos,Atromitos,2.52,3.03,2.98
Greece,Super League,2021-01-04,2021-01-04,13:17,Lamia,Aris,5.96,1.58,3.80
Greece,Super League,2021-01-06,2021-01-04,13:17,Smyrnis,Panathinaikos,3.39,2.11,3.37
Greece,Super League,2021-01-06,2021-01-04,13:17,AEK Athens FC,Panetolikos,1.18,15.01,6.60
Greece,Super League,2021-01-06,2021-01-04,13:17,AEL Larissa,Giannina,2.38,2.99,3.23
Greece,Super League,2021-01-06,2021-01-04,13:17,Asteras Tripolis,Olympiacos Piraeus,7.09,1.44,4.27
Greece,Super League,2021-01-07,2021-01-04,13:17,Aris,Volos,1.47,6.39,4.19
Greece,Super League,2021-01-07,2021-01-04,13:17,OFI Crete,Lamia,1.59,5.36,3.88
Greece,Super League,2021-01-07,2021-01-04,13:17,Atromitos,PAOK,4.98,1.68,3.59
,,,,,,,,,
India,ISL,2021-01-04,2021-01-04,13:17,Chennaiyin,Hyderabad,1.99,3.58,3.35
,,,,,,,,,
Iran,Persian Gulf Pro League,2021-01-04,2021-01-04,13:17,Shahr Khodrou,Saipa,2.47,3.38,2.59
Iran,Persian Gulf Pro League,2021-01-04,2021-01-04,13:17,Sanat Naft,Naft M.I.S,2.01,4.84,2.62
Iran,Persian Gulf Pro League,2021-01-04,2021-01-04,13:17,Esteghlal F.C.,Aluminium Arak,1.57,6.58,3.34
Iran,Persian Gulf Pro League,2021-01-04,2021-01-04,13:17,Foolad,Mes Rafsanjan,1.68,6.42,2.98
,,,,,,,,,
Iran,Division 1,2021-01-04,2021-01-04,13:17,Arman Gohar,Havadar SC,3.18,2.18,2.99
Iran,Division 1,2021-01-04,2021-01-04,13:17,Baderan Tehran,Shahin Bushehr,1.69,5.57,3.00
Iran,Division 1,2021-01-04,2021-01-04,13:17,Chooka Talesh,Astara,3.28,2.65,2.40
Iran,Division 1,2021-01-04,2021-01-04,13:17,Esteghlal Molasani,Fajr Sepasi,3.23,2.51,2.53
Iran,Division 1,2021-01-04,2021-01-04,13:17,Khooshe Talaee,Navad Urmia,2.05,4.23,2.63
Iran,Division 1,2021-01-04,2021-01-04,13:17,Malavan,Gol Reyhan Alborz,1.89,5.23,2.64
Iran,Division 1,2021-01-04,2021-01-04,13:17,Pars Janoobi Jam,Esteghlal Khuzestan,2.18,3.40,2.83
Iran,Division 1,2021-01-04,2021-01-04,13:17,Qashqai Shiraz,Mes Kerman,3.97,2.06,2.73
Iran,Division 1,2021-01-04,2021-01-04,13:17,Rayka Babol,Kheybar Khorramabad,2.03,3.56,2.96
,,,,,,,,,
Israel,Ligat ha'Al,2021-01-04,2021-01-04,13:17,Maccabi Petah Tikva,Maccabi Tel Aviv,6.11,1.53,3.81
,,,,,,,,,
Israel,Leumit League,2021-01-04,2021-01-04,13:17,Hapoel Afula,H. Raanana,2.59,2.79,2.87
Israel,Leumit League,2021-01-04,2021-01-04,13:17,H. Akko,Nes Tziona,3.13,2.37,2.88
Israel,Leumit League,2021-01-04,2021-01-04,13:17,Hap. Ramat Gan,Hapoel Iksal Imad,2.40,2.98,2.94
,,,,,,,,,
Israel,Liga Alef South,2021-01-04,2021-01-04,13:17,Hapoel Azor,M. Herzliya,3.58,1.97,3.24
,,,,,,,,,
Italy,Serie B,2021-01-04,2021-01-04,13:17,Cosenza,Empoli,3.77,2.05,3.26
Italy,Serie B,2021-01-04,2021-01-04,13:17,Venezia,Pisa,2.08,3.79,3.19
Italy,Serie B,2021-01-04,2021-01-04,13:17,Lecce,Monza,2.57,2.66,3.38
Italy,Serie B,2021-01-04,2021-01-04,13:17,Ascoli,Reggina,3.20,2.49,2.90
Italy,Serie B,2021-01-04,2021-01-04,13:17,Cremonese,Chievo,3.33,2.34,3.01
Italy,Serie B,2021-01-04,2021-01-04,13:17,Entella,Cittadella,3.79,2.06,3.21
Italy,Serie B,2021-01-04,2021-01-04,13:17,Frosinone,Spal,3.24,2.36,3.05
Italy,Serie B,2021-01-04,2021-01-04,13:17,Reggiana,Pescara,2.86,2.60,3.05
Italy,Serie B,2021-01-04,2021-01-04,13:17,Salernitana,Pordenone,3.04,2.47,3.03
Italy,Serie B,2021-01-04,2021-01-04,13:17,Brescia,L.R. Vicenza,1.95,4.04,3.33
,,,,,,,,,
Italy,Super Cup,2021-01-20,2021-01-04,13:17,Juventus,Napoli,2.34,2.99,3.57
,,,,,,,,,
Japan,YBC Levain Cup,2021-01-04,2021-01-04,13:18,Kashiwa Reysol,FC Tokyo,2.40,2.87,3.29
,,,,,,,,,
Jordan,Premier League,2021-01-04,2021-01-04,13:18,Sahab,Al Ramtha,4.00,1.86,3.31
Jordan,Premier League,2021-01-04,2021-01-04,13:18,Shabab Al Ordon,Al Hussein,2.67,2.64,2.93
,,,,,,,,,
Kuwait,Crown Prince Cup,2021-01-04,2021-01-04,13:18,Al Jahra,Al Tadamon,2.14,2.88,3.44
Kuwait,Crown Prince Cup,2021-01-04,2021-01-04,13:18,Al Arabi,Al Qadisiya,3.68,1.82,3.46
,,,,,,,,,
Maldives,Dhivehi Premier League,2021-01-04,2021-01-04,13:18,Club Eagles,Valencia,4.67,1.54,4.05
Maldives,Dhivehi Premier League,2021-01-04,2021-01-04,13:18,TC Sports Club,United Victory,1.65,3.84,4.12
,,,,,,,,,
Mexico,Liga MX,2021-01-09,2021-01-04,13:18,Puebla,Guadalajara Chivas,3.13,2.35,3.03
Mexico,Liga MX,2021-01-09,2021-01-04,13:18,Club Tijuana,U.N.A.M.- Pumas,2.42,2.90,3.09
Mexico,Liga MX,2021-01-09,2021-01-04,13:18,Mazatlan FC,Necaxa,2.34,2.94,3.27
Mexico,Liga MX,2021-01-09,2021-01-04,13:18,Atlas,Monterrey,3.40,2.12,3.26
Mexico,Liga MX,2021-01-10,2021-01-04,13:18,U.A.N.L.- Tigres,Club Leon,2.13,3.37,3.26
Mexico,Liga MX,2021-01-10,2021-01-04,13:18,Club America,Atl. San Luis,1.50,6.04,4.16
Mexico,Liga MX,2021-01-10,2021-01-04,13:18,Toluca,Queretaro,2.13,3.24,3.35
